temperature_c,battery_voltage,orientation_x,orientation_y,orientation_z,cosmic_radiation,solar_flux,data_rate_mbps,thruster_fuel_kg,age_years,component_failure
26.523585398772155,11.970358676987034,-0.9153077720025904,0.9508086476524431,-0.48040350874738724,35.84833226517486,1335.8105759124787,99.39630285708294,480.6234094309431,6.954414552103283,0
19.80007946879752,11.63535653181317,-0.11012447794598756,-0.07803835059705877,-0.5170207872703863,61.22559870149349,1341.856943443837,80.41211666194462,412.1253055169167,4.959913541352434,0
28.752255979032284,11.792763467082072,0.0939755751564364,0.28505177577706675,-0.46984542285005615,61.959841783817694,1358.9342316992288,73.02648687252085,500.80702419430065,6.25251007687842,1
29.702823581956068,12.31695518886687,-0.706513533584695,0.8373292301225903,-0.2665516541640647,53.22909230404723,1378.915610220745,95.40001607944436,457.0750231520234,3.1566797237617408,0
15.244824056730819,12.001496645599978,-0.3274283391452766,-0.5026506759276534,0.4350390653512335,64.95706721180028,1372.8250588409655,84.85940868299068,392.5150737284978,1.458201734214144,1
18.48910246568841,12.170104988434169,0.9752948955129235,0.7731158273325567,0.8992060858015871,60.56609849041607,1364.4406227356094,104.10462183405956,595.4813830223097,4.35428941996142,0
25.639202015836428,12.335039621101094,-0.9675390873150571,-0.8049105864540347,0.3380748602472643,56.83628729479721,1371.5787109391579,71.9709770455164,470.4341057792041,9.439791212863632,1
23.41878703828209,11.812579268551195,-0.09498413695123187,0.29689634117529295,0.0943325418882015,40.88688511266328,1347.1582768674325,116.26071473775244,409.9309383380691,2.277940266538053,0
24.915994212478555,12.378124081814903,0.6853092434363923,0.5656763101115687,-0.10280438396573066,67.31428751032344,1356.1175445649476,102.31099046328929,549.3994484779009,6.758390120352517,0
20.7347803621321,12.189421301729197,-0.35219747456142314,0.22921243850485218,0.6563889340752329,55.36301432208273,1360.598109032484,103.79672788704954,459.9262100603393,0.49843544034541387,0
29.396989874314144,11.38259345654426,-0.04040299448969331,-0.008930391694913942,0.6993144048921398,46.141612253883785,1329.315673222563,128.82153556480034,559.9591318529864,7.180997852669284,1
28.88895967714474,12.721152395593123,0.95609149157596,0.23469419985137208,-0.41392465113436283,43.31729994694702,1337.773795905548,91.24409003256268,459.66331159270726,2.384371868014931,0
25.33015348780608,11.749627628121543,-0.05024632704859222,-0.6966725824411109,0.9068404973068602,52.56783781513857,1338.5686787744469,85.48366610533552,470.25062703554613,4.515170602293325,0
30.636206034840164,11.172452328407408,-0.7381573757070019,-0.5688585793395633,-0.20976927358723585,33.28940915161545,1376.2821644736755,89.04472743306253,518.9657440212376,3.6775310059477406,0
27.337546711260227,11.477478145206849,-0.8965570166672179,-0.4602013120873161,0.6001561383830556,56.996732753528626,1365.9070989714482,96.14946860953484,532.6270659387261,1.1284034331735548,0
20.70353768558381,11.489477419660838,0.890833144879897,0.19555868126007625,0.9336397561644667,40.464291853059734,1373.221224001479,98.18070210417343,542.2666055537329,3.4558195251177573,0
26.843753920412496,12.026086659328767,-0.4683811734498686,-0.11619785250985903,0.4073162017112224,53.70608108824287,1324.2069002039507,83.38604526796453,495.0642373698869,3.5012495829318557,1
20.205586995855008,11.863074747226882,0.008127813129101824,-0.5110483150283209,-0.6768985470976125,44.78379662641841,1331.3286662789678,59.53829493933882,529.0739196855021,5.221056390297516,0
29.39225150653636,11.831584016179704,-0.8185964678200628,0.7656186642891603,0.17227391034786166,47.35581287275296,1374.26430880513,88.78141998241924,541.0095733807881,9.723515329399874,0
24.750370445068736,12.309850982741239,-0.15268975889878988,-0.2521563194135532,-0.7624457538088432,42.43090127234935,1305.4266071666789,107.1965133257378,511.03130262117674,4.700175225106303,0
